NAME OF RESTAURANT,CITY,COUNTRY CODE,DAY OF WEEK,START TIME HOUR,START TIME MINUTE,END TIME HOUR,END TIME MINUTE
A Slice of New York,San Jose,US,1,11,00,00,00
A Slice of New York,San Jose,US,2,11,00,00,00
A Slice of New York,San Jose,US,3,11,00,00,00
A Slice of New York,San Jose,US,4,11,00,00,00
A Slice of New York,San Jose,US,5,11,00,00,00
A Slice of New York,San Jose,US,6,12,30,00,00
A25,Melbourne,AU,0,07,30,22,00
A25,Melbourne,AU,1,07,30,22,00
A25,Melbourne,AU,2,07,30,22,00
A25,Melbourne,AU,3,07,30,22,00
A25,Melbourne,AU,4,07,30,22,00
A25,Melbourne,AU,5,07,30,22,00
Aamaya Indian Restaurant,Brisbane,AU,0,11,00,21,30
Aamaya Indian Restaurant,Brisbane,AU,1,11,00,14,30
Aamaya Indian Restaurant,Brisbane,AU,1,17,00,21,30
Aamaya Indian Restaurant,Brisbane,AU,2,11,00,14,30
Aamaya Indian Restaurant,Brisbane,AU,2,17,00,21,30
Aamaya Indian Restaurant,Brisbane,AU,3,11,00,14,30
Aamaya Indian Restaurant,Brisbane,AU,3,17,00,21,30
Aamaya Indian Restaurant,Brisbane,AU,4,11,00,14,30
Aamaya Indian Restaurant,Brisbane,AU,4,17,00,21,30
Aamaya Indian Restaurant,Brisbane,AU,5,11,00,21,30
Aamaya Indian Restaurant,Brisbane,AU,6,11,00,21,30
Abb Air,Sydney,AU,0,11,00,01,00
Abb Air,Sydney,AU,1,11,00,01,00
Abb Air,Sydney,AU,2,11,00,01,00
Abb Air,Sydney,AU,3,11,00,01,00
Abb Air,Sydney,AU,4,11,00,01,00
Abb Air,Sydney,AU,5,11,00,01,00
Abb Air,Sydney,AU,6,11,00,01,00
Abby Lane Food & Spirits,Boston,US,0,11,30,02,00
Abby Lane Food & Spirits,Boston,US,1,11,30,02,00
Abby Lane Food & Spirits,Boston,US,2,11,30,02,00
Abby Lane Food & Spirits,Boston,US,3,11,30,02,00
Abby Lane Food & Spirits,Boston,US,4,11,30,02,00
Abby Lane Food & Spirits,Boston,US,5,11,30,02,00
Abby Lane Food & Spirits,Boston,US,6,11,30,02,00
ABC Kitchen,New York,US,0,12,00,15,00
ABC Kitchen,New York,US,0,17,30,22,30
ABC Kitchen,New York,US,1,12,00,15,00
ABC Kitchen,New York,US,1,17,30,22,30
ABC Kitchen,New York,US,2,12,00,15,00
ABC Kitchen,New York,US,2,17,30,22,30
ABC Kitchen,New York,US,3,12,00,15,00
ABC Kitchen,New York,US,3,17,30,23,00
ABC Kitchen,New York,US,4,12,00,15,00
ABC Kitchen,New York,US,4,17,30,23,30
ABC Kitchen,New York,US,5,11,00,15,00
ABC Kitchen,New York,US,5,17,30,23,30
ABC Kitchen,New York,US,6,11,00,15,00
ABC Kitchen,New York,US,6,17,30,22,00
Abe & Louie's,Boston,US,0,11,30,23,00
Abe & Louie's,Boston,US,1,11,30,23,00
Abe & Louie's,Boston,US,2,11,30,23,00
Abe & Louie's,Boston,US,3,11,30,23,00
Abe & Louie's,Boston,US,4,11,30,00,00
Abe & Louie's,Boston,US,5,11,00,00,00
Abe & Louie's,Boston,US,6,11,00,23,00
Abeno Too,London,GB,0,12,00,23,00
Abeno Too,London,GB,1,12,00,23,00
Abeno Too,London,GB,2,12,00,23,00
Abeno Too,London,GB,3,12,00,23,00
Abeno Too,London,GB,4,12,00,23,00
Abeno Too,London,GB,5,12,00,23,00
Abeno Too,London,GB,6,12,00,22,00
Aboil Cafe,Washington,US,0,08,00,11,00
Aboil Cafe,Washington,US,1,08,00,13,00
Aboil Cafe,Washington,US,2,08,00,13,00
Aboil Cafe,Washington,US,3,08,00,13,00
Aboil Cafe,Washington,US,4,08,00,13,00
Aboil Cafe,Washington,US,5,09,00,13,00
Aboil Cafe,Washington,US,6,10,00,13,00
Abu Zaad,London,GB,0,09,00,23,00
Abu Zaad,London,GB,1,09,00,23,00
Abu Zaad,London,GB,2,09,00,23,00
Abu Zaad,London,GB,3,09,00,23,00
Abu Zaad,London,GB,4,09,00,23,00
Abu Zaad,London,GB,5,09,00,23,00
Abu Zaad,London,GB,6,09,00,23,00
Abuela's Tacos,Las Vegas,US,0,09,00,20,00
Abuela's Tacos,Las Vegas,US,1,09,00,20,00
Abuela's Tacos,Las Vegas,US,2,09,00,20,00
Abuela's Tacos,Las Vegas,US,3,09,00,20,00
Abuela's Tacos,Las Vegas,US,4,09,00,21,00
Abuela's Tacos,Las Vegas,US,5,09,00,21,00
Abuela's Tacos,Las Vegas,US,6,09,00,19,00
Acero,Denver,US,0,15,00,22,00
Acero,Denver,US,1,15,00,22,00
Acero,Denver,US,2,15,00,22,00
Acero,Denver,US,3,15,00,22,00
Acero,Denver,US,4,15,00,22,00
Acero,Denver,US,5,11,00,22,00
Acero,Denver,US,6,11,00,22,00
ACMI Cafe & Bar,Melbourne,AU,0,08,30,00,00
ACMI Cafe & Bar,Melbourne,AU,1,08,30,00,00
ACMI Cafe & Bar,Melbourne,AU,2,08,30,00,00
ACMI Cafe & Bar,Melbourne,AU,3,08,30,00,00
ACMI Cafe & Bar,Melbourne,AU,4,08,30,00,00
ACMI Cafe & Bar,Melbourne,AU,5,09,30,00,00
ACMI Cafe & Bar,Melbourne,AU,6,10,00,00,00
Ad Lib,Glasgow,GB,0,11,00,00,00
Ad Lib,Glasgow,GB,1,11,00,00,00
Ad Lib,Glasgow,GB,2,11,00,00,00
Ad Lib,Glasgow,GB,3,11,00,00,00
Ad Lib,Glasgow,GB,4,11,00,02,00
Ad Lib,Glasgow,GB,5,11,00,02,00
Ad Lib,Glasgow,GB,6,11,00,02,00
Adair Kitchen,Houston,US,0,07,00,22,00
Adair Kitchen,Houston,US,1,07,00,22,00
Adair Kitchen,Houston,US,2,07,00,22,00
Adair Kitchen,Houston,US,3,07,00,22,00
Adair Kitchen,Houston,US,4,07,00,22,00
Adair Kitchen,Houston,US,5,08,00,22,00
Adair Kitchen,Houston,US,6,08,00,21,00
Addie's Thai Cafe,London,GB,0,12,00,15,00
Addie's Thai Cafe,London,GB,0,18,00,23,00
Addie's Thai Cafe,London,GB,1,12,00,15,00
Addie's Thai Cafe,London,GB,1,18,00,23,00
Addie's Thai Cafe,London,GB,2,12,00,15,00
Addie's Thai Cafe,London,GB,2,18,00,23,00
Addie's Thai Cafe,London,GB,3,12,00,15,00
Addie's Thai Cafe,London,GB,3,18,00,23,00
Addie's Thai Cafe,London,GB,4,12,00,15,00
Addie's Thai Cafe,London,GB,4,18,00,23,00
Addie's Thai Cafe,London,GB,5,18,00,23,00
Addie's Thai Cafe,London,GB,6,18,00,22,30
Adela's Italian,Phoenix,US,0,11,00,21,00
Adela's Italian,Phoenix,US,1,11,00,21,00
Adela's Italian,Phoenix,US,2,11,00,21,00
Adela's Italian,Phoenix,US,3,11,00,21,00
Adela's Italian,Phoenix,US,4,11,00,22,00
Adela's Italian,Phoenix,US,5,14,00,22,00
Adela's Italian,Phoenix,US,6,14,00,21,00
Adelitas Cocina y Cantina,Denver,US,0,11,00,22,00
Adelitas Cocina y Cantina,Denver,US,1,11,00,23,00
Adelitas Cocina y Cantina,Denver,US,2,11,00,23,00
Adelitas Cocina y Cantina,Denver,US,3,11,00,23,00
Adelitas Cocina y Cantina,Denver,US,4,11,00,23,00
Adelitas Cocina y Cantina,Denver,US,5,10,00,23,00
Adelitas Cocina y Cantina,Denver,US,6,10,00,22,00
Adelita's Taqueria,San Jose,US,0,09,00,21,30
Adelita's Taqueria,San Jose,US,1,09,00,21,30
Adelita's Taqueria,San Jose,US,2,09,00,21,30
Adelita's Taqueria,San Jose,US,3,09,00,21,30
Adelita's Taqueria,San Jose,US,4,09,00,22,00
Adelita's Taqueria,San Jose,US,5,09,00,22,00
Adelita's Taqueria,San Jose,US,6,09,00,21,30
Adelphi Grill,Perth,AU,0,11,30,21,30
Adelphi Grill,Perth,AU,1,11,30,21,30
Adelphi Grill,Perth,AU,2,11,30,21,30
Adelphi Grill,Perth,AU,3,11,30,21,30
Adelphi Grill,Perth,AU,4,11,30,21,30
Adelphi Grill,Perth,AU,5,11,30,21,30
Adelphi Grill,Perth,AU,6,11,30,21,30
Admiral Codrington,London,GB,0,11,30,23,00
Admiral Codrington,London,GB,1,11,30,23,00
Admiral Codrington,London,GB,2,11,30,00,00
Admiral Codrington,London,GB,3,11,30,00,00
Admiral Codrington,London,GB,4,11,30,01,00
Admiral Codrington,London,GB,5,11,30,01,00
Admiral Codrington,London,GB,6,12,00,22,30
Adobo Dragon,Phoenix,US,0,11,00,21,00
Adobo Dragon,Phoenix,US,1,11,00,21,00
Adobo Dragon,Phoenix,US,2,11,00,21,00
Adobo Dragon,Phoenix,US,3,11,00,21,00
Adobo Dragon,Phoenix,US,4,11,00,22,00
Adobo Dragon,Phoenix,US,5,11,00,22,00
Adobo Dragon,Phoenix,US,6,11,00,20,00
Aero Cafe & Bar,Sydney,AU,0,08,00,23,00
Aero Cafe & Bar,Sydney,AU,1,08,00,23,00
Aero Cafe & Bar,Sydney,AU,2,08,00,23,00
Aero Cafe & Bar,Sydney,AU,3,08,00,23,00
Aero Cafe & Bar,Sydney,AU,4,08,00,23,00
Aero Cafe & Bar,Sydney,AU,5,10,00,23,00
Aero Cafe & Bar,Sydney,AU,6,10,00,22,00
Affogato,Melbourne,AU,0,07,00,15,30
Affogato,Melbourne,AU,2,07,00,15,30
Affogato,Melbourne,AU,3,07,00,15,30
Affogato,Melbourne,AU,4,07,00,15,30
Affogato,Melbourne,AU,5,07,30,16,00
Affogato,Melbourne,AU,6,07,30,16,00
Afghan Express,Houston,US,0,11,30,23,00
Afghan Express,Houston,US,1,11,00,23,00
Afghan Express,Houston,US,2,11,00,22,00
Afghan Express,Houston,US,3,11,00,23,00
Afghan Express,Houston,US,4,11,00,23,00
Afghan Express,Houston,US,5,11,00,23,00
Afghan Express,Houston,US,6,11,00,22,00
Agave Mexican Grill,San Jose,US,0,10,00,21,00
Agave Mexican Grill,San Jose,US,1,10,00,21,00
Agave Mexican Grill,San Jose,US,2,10,00,21,00
Agave Mexican Grill,San Jose,US,3,10,00,21,00
Agave Mexican Grill,San Jose,US,4,10,00,20,00
Agave Mexican Grill,San Jose,US,5,10,00,21,00
Agave Mexican Grill,San Jose,US,6,10,00,19,00
Agha's Gyro Express,San Jose,US,0,11,00,18,00
Agha's Gyro Express,San Jose,US,1,11,00,18,00
Agha's Gyro Express,San Jose,US,2,11,00,18,00
Agha's Gyro Express,San Jose,US,3,11,00,18,00
Agha's Gyro Express,San Jose,US,4,11,00,18,00
AikoPops,Denver,US,0,11,00,18,00
AikoPops,Denver,US,1,11,00,18,00
AikoPops,Denver,US,2,11,00,18,00
AikoPops,Denver,US,3,11,00,18,00
AikoPops,Denver,US,4,11,00,18,00
AikoPops,Denver,US,5,11,00,18,00
AikoPops,Denver,US,6,11,00,18,00
Aim Thai Restaurant,Houston,US,1,10,00,20,00
Aim Thai Restaurant,Houston,US,2,10,00,20,00
Aim Thai Restaurant,Houston,US,3,10,00,20,00
Aim Thai Restaurant,Houston,US,4,10,00,20,00
Aim Thai Restaurant,Houston,US,5,10,00,20,00
Aim Thai Restaurant,Houston,US,6,10,00,20,00
Aisuru Sushi,Perth,AU,0,12,00,14,30
Aisuru Sushi,Perth,AU,0,18,00,21,30
Aisuru Sushi,Perth,AU,1,12,00,14,30
Aisuru Sushi,Perth,AU,1,18,00,21,30
Aisuru Sushi,Perth,AU,2,12,00,14,30
Aisuru Sushi,Perth,AU,2,18,00,21,30
Aisuru Sushi,Perth,AU,3,12,00,14,30
Aisuru Sushi,Perth,AU,3,18,00,21,30
Aisuru Sushi,Perth,AU,4,12,00,14,30
Aisuru Sushi,Perth,AU,4,18,00,22,00
Aisuru Sushi,Perth,AU,5,12,00,15,00
Aisuru Sushi,Perth,AU,5,18,00,22,00
Aisuru Sushi,Perth,AU,6,12,00,15,00
Aisuru Sushi,Perth,AU,6,18,00,21,30
Aita,Brooklyn,US,0,17,00,22,30
Aita,Brooklyn,US,1,11,00,22,30
Aita,Brooklyn,US,2,11,00,22,30
Aita,Brooklyn,US,3,11,00,22,30
Aita,Brooklyn,US,4,11,00,23,00
Aita,Brooklyn,US,5,11,00,23,00
Aita,Brooklyn,US,6,11,00,22,15
Aix Café Creperie Salon,Melbourne,AU,0,06,00,17,00
Aix Café Creperie Salon,Melbourne,AU,1,06,00,17,00
Aix Café Creperie Salon,Melbourne,AU,2,06,00,17,00
Aix Café Creperie Salon,Melbourne,AU,3,06,00,17,00
Aix Café Creperie Salon,Melbourne,AU,4,06,00,17,00
Aix Café Creperie Salon,Melbourne,AU,5,06,00,17,00
Aix Café Creperie Salon,Melbourne,AU,6,08,00,16,00
AJ Vietnamese Noodle House,Brisbane,AU,0,11,00,21,00
AJ Vietnamese Noodle House,Brisbane,AU,1,11,00,21,00
AJ Vietnamese Noodle House,Brisbane,AU,2,11,00,21,00
AJ Vietnamese Noodle House,Brisbane,AU,3,11,00,21,00
AJ Vietnamese Noodle House,Brisbane,AU,4,11,00,21,00
AJ Vietnamese Noodle House,Brisbane,AU,5,11,00,21,00
Ajisen Ramen,Melbourne,AU,0,11,30,21,00
Ajisen Ramen,Melbourne,AU,1,11,30,21,00
Ajisen Ramen,Melbourne,AU,2,11,30,21,00
Ajisen Ramen,Melbourne,AU,3,11,30,21,00
Ajisen Ramen,Melbourne,AU,4,11,30,22,00
Ajisen Ramen,Melbourne,AU,5,11,30,21,30
Ajisen Ramen,Melbourne,AU,6,11,30,21,00
Ajisen Ramen,Melbourne,AU,0,12,00,21,30
Ajisen Ramen,Melbourne,AU,1,12,00,21,30
Ajisen Ramen,Melbourne,AU,2,12,00,21,30
Ajisen Ramen,Melbourne,AU,3,12,00,21,30
Ajisen Ramen,Melbourne,AU,4,12,00,22,30
Ajisen Ramen,Melbourne,AU,5,12,00,21,30
Ajisen Ramen,Melbourne,AU,6,12,00,21,30
Akaneya Japanese Restaurant,Sydney,AU,0,11,30,21,00
Akaneya Japanese Restaurant,Sydney,AU,1,11,30,21,00
Akaneya Japanese Restaurant,Sydney,AU,2,11,30,21,00
Akaneya Japanese Restaurant,Sydney,AU,3,11,30,21,00
Akaneya Japanese Restaurant,Sydney,AU,4,11,30,21,00
Akaneya Japanese Restaurant,Sydney,AU,5,17,30,21,00
Akari,London,GB,1,17,00,23,00
Akari,London,GB,2,17,00,23,00
Akari,London,GB,3,17,00,23,00
Akari,London,GB,4,17,00,23,00
Akari,London,GB,5,12,00,23,00
Akari,London,GB,6,12,00,22,30
Akbar's,Glasgow,GB,0,17,00,00,00
Akbar's,Glasgow,GB,1,17,00,00,00
Akbar's,Glasgow,GB,2,17,00,00,00
Akbar's,Glasgow,GB,3,17,00,00,00
Akbar's,Glasgow,GB,4,16,30,00,30
Akbar's,Glasgow,GB,5,16,30,00,30
Akbar's,Glasgow,GB,6,14,00,23,00
AK's Takeout & Delivery,Boston,US,0,10,00,23,00
AK's Takeout & Delivery,Boston,US,1,10,00,23,00
AK's Takeout & Delivery,Boston,US,2,10,00,23,00
AK's Takeout & Delivery,Boston,US,3,10,00,23,00
AK's Takeout & Delivery,Boston,US,4,10,00,23,00
AK's Takeout & Delivery,Boston,US,5,10,00,23,00
AK's Takeout & Delivery,Boston,US,6,10,00,23,00
Al Arez,London,GB,0,10,00,23,30
Al Arez,London,GB,1,10,00,23,30
Al Arez,London,GB,2,10,00,23,30
Al Arez,London,GB,3,10,00,23,30
Al Arez,London,GB,4,10,00,23,30
Al Arez,London,GB,5,10,00,23,30
Al Arez,London,GB,6,10,00,23,30
Al Aseel Grill & Café,Houston,US,0,11,00,00,00
Al Aseel Grill & Café,Houston,US,1,11,00,00,00
Al Aseel Grill & Café,Houston,US,2,11,00,00,00
Al Aseel Grill & Café,Houston,US,3,11,00,00,00
Al Aseel Grill & Café,Houston,US,4,11,00,00,00
Al Aseel Grill & Café,Houston,US,5,11,00,00,00
Al Aseel Grill & Café,Houston,US,6,11,00,00,00
Al Basha Subs,Detroit,US,0,10,00,22,00
Al Basha Subs,Detroit,US,1,10,00,22,00
Al Basha Subs,Detroit,US,2,10,00,22,00
Al Basha Subs,Detroit,US,3,10,00,22,00
Al Basha Subs,Detroit,US,4,10,00,22,00
Al Basha Subs,Detroit,US,5,12,00,17,00
Al Dente,Glasgow,GB,0,17,00,22,30
Al Dente,Glasgow,GB,1,11,30,22,30
Al Dente,Glasgow,GB,2,11,30,22,30
Al Dente,Glasgow,GB,3,11,30,22,30
Al Dente,Glasgow,GB,4,11,30,22,30
Al Dente,Glasgow,GB,5,17,00,22,30
Al Dente,Glasgow,GB,6,17,00,22,30
Al Dente Restaurant,Boston,US,0,11,30,22,00
Al Dente Restaurant,Boston,US,1,11,30,22,00
Al Dente Restaurant,Boston,US,2,11,30,22,00
Al Dente Restaurant,Boston,US,3,11,30,22,00
Al Dente Restaurant,Boston,US,4,11,30,23,00
Al Dente Restaurant,Boston,US,5,11,30,23,00
Al Dente Restaurant,Boston,US,6,11,30,22,00
Aladdin Mediterranean Cuisine,Houston,US,0,10,30,22,00
Aladdin Mediterranean Cuisine,Houston,US,1,10,30,22,00
Aladdin Mediterranean Cuisine,Houston,US,2,10,30,22,00
Aladdin Mediterranean Cuisine,Houston,US,3,10,30,22,00
Aladdin Mediterranean Cuisine,Houston,US,4,10,30,22,00
Aladdin Mediterranean Cuisine,Houston,US,5,11,00,22,00
Aladdin Mediterranean Cuisine,Houston,US,6,11,00,21,00
Alameda,Brooklyn,US,0,17,00,00,00
Alameda,Brooklyn,US,1,17,00,00,00
Alameda,Brooklyn,US,2,17,00,00,00
Alameda,Brooklyn,US,3,17,00,00,00
Alameda,Brooklyn,US,4,17,00,02,00
Alameda,Brooklyn,US,5,17,00,02,00
Alameda,Brooklyn,US,6,13,00,00,00
Albert Park Cafe,Auckland,NZ,0,07,00,16,00
Albert Park Cafe,Auckland,NZ,1,07,00,17,00
Albert Park Cafe,Auckland,NZ,2,07,00,16,00
Albert Park Cafe,Auckland,NZ,3,07,00,16,00
Albert Park Cafe,Auckland,NZ,4,07,00,16,00
Albert Park Cafe,Auckland,NZ,5,07,00,16,00
Albertini,London,GB,0,07,00,22,00
Albertini,London,GB,1,07,00,22,00
Albertini,London,GB,2,07,00,22,00
Albertini,London,GB,3,07,00,22,00
Albertini,London,GB,4,07,00,22,00
Albertini,London,GB,5,07,00,15,00
Alchemy,London,GB,0,07,00,17,00
Alchemy,London,GB,1,07,00,17,00
Alchemy,London,GB,2,07,00,17,00
Alchemy,London,GB,3,07,00,17,00
Alchemy,London,GB,4,07,00,17,00
Alder & Birch Cocktails/Dining,Las Vegas,US,0,16,00,22,00
Alder & Birch Cocktails/Dining,Las Vegas,US,1,16,00,22,00
Alder & Birch Cocktails/Dining,Las Vegas,US,2,16,00,22,00
Alder & Birch Cocktails/Dining,Las Vegas,US,3,16,00,22,00
Alder & Birch Cocktails/Dining,Las Vegas,US,4,16,00,23,00
Alder & Birch Cocktails/Dining,Las Vegas,US,5,16,00,23,00
Alder & Birch Cocktails/Dining,Las Vegas,US,6,16,00,22,00
Ale House At Amato's,Denver,US,0,11,00,00,00
Ale House At Amato's,Denver,US,1,11,00,00,00
Ale House At Amato's,Denver,US,2,11,00,00,00
Ale House At Amato's,Denver,US,3,11,00,00,00
Ale House At Amato's,Denver,US,4,11,00,02,00
Ale House At Amato's,Denver,US,5,11,00,02,00
Ale House At Amato's,Denver,US,6,11,00,00,00
Alexanders,Liverpool,GB,0,07,30,16,00
Alexanders,Liverpool,GB,1,07,30,16,00
Alexanders,Liverpool,GB,2,07,30,16,00
Alexanders,Liverpool,GB,3,07,30,16,00
Alexanders,Liverpool,GB,4,07,30,16,00
Alfa Piehouse,Washington,US,0,07,00,18,00
Alfa Piehouse,Washington,US,1,07,00,18,00
Alfa Piehouse,Washington,US,2,07,00,18,00
Alfa Piehouse,Washington,US,3,07,00,18,00
Alfa Piehouse,Washington,US,4,07,00,18,00
Alfa Piehouse,Washington,US,5,10,00,16,00
Alfredo Authentic Italian Restaurant,Sydney,AU,0,12,00,15,00
Alfredo Authentic Italian Restaurant,Sydney,AU,0,18,00,22,00
Alfredo Authentic Italian Restaurant,Sydney,AU,1,12,00,15,00
Alfredo Authentic Italian Restaurant,Sydney,AU,1,18,00,22,00
Alfredo Authentic Italian Restaurant,Sydney,AU,2,12,00,15,00
Alfredo Authentic Italian Restaurant,Sydney,AU,2,18,00,22,00
Alfredo Authentic Italian Restaurant,Sydney,AU,3,12,00,15,00
Alfredo Authentic Italian Restaurant,Sydney,AU,3,18,00,22,00
Alfredo Authentic Italian Restaurant,Sydney,AU,4,12,00,15,00
Alfredo Authentic Italian Restaurant,Sydney,AU,4,18,00,22,00
Alfredo Authentic Italian Restaurant,Sydney,AU,5,18,00,22,00
Alfred's Pizzeria,Perth,AU,0,15,00,00,00
Alfred's Pizzeria,Perth,AU,1,15,00,00,00
Alfred's Pizzeria,Perth,AU,2,15,00,00,00
Alfred's Pizzeria,Perth,AU,3,15,00,00,00
Alfred's Pizzeria,Perth,AU,4,15,00,00,00
Alfred's Pizzeria,Perth,AU,5,15,00,00,00
Alfred's Pizzeria,Perth,AU,6,15,00,00,00
Ali Baba,Boston,US,0,11,00,22,00
Ali Baba,Boston,US,1,11,00,22,00
Ali Baba,Boston,US,2,11,00,22,00
Ali Baba,Boston,US,3,11,00,02,45
Ali Baba,Boston,US,4,11,00,03,00
Ali Baba,Boston,US,5,11,00,03,00
Ali Baba,Boston,US,6,11,00,22,00
Alice's Makan,Sydney,AU,0,09,30,19,00
Alice's Makan,Sydney,AU,1,09,30,19,00
Alice's Makan,Sydney,AU,2,09,30,19,00
Alice's Makan,Sydney,AU,3,09,30,19,00
Alice's Makan,Sydney,AU,4,09,30,19,00
Alicia Fusion Bistro,Seattle,US,0,12,00,23,00
Alicia Fusion Bistro,Seattle,US,1,12,00,23,00
Alicia Fusion Bistro,Seattle,US,2,12,00,23,00
Alicia Fusion Bistro,Seattle,US,3,12,00,00,00
Alicia Fusion Bistro,Seattle,US,4,12,00,00,00
Alicia Fusion Bistro,Seattle,US,5,12,00,00,00
Alicia Fusion Bistro,Seattle,US,6,12,00,23,00
Aliment,Perth,AU,0,07,00,15,30
Aliment,Perth,AU,1,07,00,15,30
Aliment,Perth,AU,2,07,00,15,30
Aliment,Perth,AU,3,07,00,15,30
Aliment,Perth,AU,4,07,00,15,30
Aliment,Perth,AU,5,07,00,14,00
Aliment,Perth,AU,6,08,00,13,00
Alinea,Chicago,US,2,17,00,18,30
Alinea,Chicago,US,2,20,00,21,30
Alinea,Chicago,US,3,17,00,18,30
Alinea,Chicago,US,3,20,00,21,30
Alinea,Chicago,US,4,20,00,21,30
Alinea,Chicago,US,5,17,00,18,30
Alinea,Chicago,US,5,20,00,21,30
Alinea,Chicago,US,6,17,00,18,30
All-Purpose Pizzeria,Washington,US,0,11,30,14,30
All-Purpose Pizzeria,Washington,US,0,17,30,22,00
All-Purpose Pizzeria,Washington,US,1,11,30,14,30
All-Purpose Pizzeria,Washington,US,1,17,30,22,00
All-Purpose Pizzeria,Washington,US,2,11,30,14,30
All-Purpose Pizzeria,Washington,US,2,17,30,22,00
All-Purpose Pizzeria,Washington,US,3,11,30,14,30
All-Purpose Pizzeria,Washington,US,3,17,30,22,00
All-Purpose Pizzeria,Washington,US,4,11,30,14,30
All-Purpose Pizzeria,Washington,US,4,17,30,23,00
All-Purpose Pizzeria,Washington,US,5,11,30,14,30
All-Purpose Pizzeria,Washington,US,5,17,00,23,00
All-Purpose Pizzeria,Washington,US,6,17,00,22,00
All Seas Fish,Detroit,US,0,10,00,21,00
All Seas Fish,Detroit,US,1,10,00,21,00
All Seas Fish,Detroit,US,2,10,00,21,00
All Seas Fish,Detroit,US,3,10,00,21,00
All Seas Fish,Detroit,US,4,10,00,22,00
All Seas Fish,Detroit,US,5,10,00,22,00
All Seas Fish,Detroit,US,6,11,00,19,00
Alley Taco,Detroit,US,0,11,00,23,00
Alley Taco,Detroit,US,1,11,00,23,00
Alley Taco,Detroit,US,2,11,00,23,00
Alley Taco,Detroit,US,3,11,00,01,00
Alley Taco,Detroit,US,4,11,00,01,00
Alley Taco,Detroit,US,5,11,00,01,00
Alley Taco,Detroit,US,6,12,00,22,00
Allora,London,GB,1,12,00,15,00
Allora,London,GB,1,18,00,23,00
Allora,London,GB,2,12,00,15,00
Allora,London,GB,2,18,00,23,00
Allora,London,GB,3,12,00,15,00
Allora,London,GB,3,18,00,23,00
Allora,London,GB,4,12,00,15,00
Allora,London,GB,4,18,00,23,30
Allora,London,GB,5,12,00,16,00
Allora,London,GB,5,18,00,23,30
Allora,London,GB,6,12,00,16,00
Allora,London,GB,6,18,00,23,30
Almaden Sushi,San Jose,US,0,11,00,14,00
Almaden Sushi,San Jose,US,0,17,00,21,30
Almaden Sushi,San Jose,US,1,11,00,14,00
Almaden Sushi,San Jose,US,1,17,00,21,30
Almaden Sushi,San Jose,US,2,11,00,14,00
Almaden Sushi,San Jose,US,2,17,00,21,30
Almaden Sushi,San Jose,US,3,11,00,14,00
Almaden Sushi,San Jose,US,3,17,00,21,30
Almaden Sushi,San Jose,US,4,11,00,14,00
Almaden Sushi,San Jose,US,4,17,00,22,00
Almaden Sushi,San Jose,US,5,11,00,14,00
Almaden Sushi,San Jose,US,5,17,00,22,00
AlMar,Brooklyn,US,0,08,00,22,30
AlMar,Brooklyn,US,1,08,00,22,30
AlMar,Brooklyn,US,2,08,00,22,30
AlMar,Brooklyn,US,3,08,00,22,30
AlMar,Brooklyn,US,4,08,00,23,00
AlMar,Brooklyn,US,5,09,00,23,00
AlMar,Brooklyn,US,6,10,00,17,00
Aloha Kitchen & Bar,Las Vegas,US,0,08,00,03,00
Aloha Kitchen & Bar,Las Vegas,US,1,08,00,03,00
Aloha Kitchen & Bar,Las Vegas,US,2,08,00,04,00
Aloha Kitchen & Bar,Las Vegas,US,3,08,00,04,00
Aloha Kitchen & Bar,Las Vegas,US,4,08,00,05,00
Aloha Kitchen & Bar,Las Vegas,US,5,08,00,05,00
Aloha Kitchen & Bar,Las Vegas,US,6,08,00,03,00
Aloha,Liverpool,GB,0,20,00,03,00
Aloha,Liverpool,GB,1,20,00,03,00
Aloha,Liverpool,GB,2,20,00,03,00
Aloha,Liverpool,GB,3,20,00,04,00
Aloha,Liverpool,GB,4,20,00,04,00
Aloha,Liverpool,GB,5,20,00,04,00
Aloha,Liverpool,GB,6,21,00,03,00
Aloha Specialties,Las Vegas,US,0,09,00,21,00
Aloha Specialties,Las Vegas,US,1,09,00,21,00
Aloha Specialties,Las Vegas,US,2,09,00,21,00
Aloha Specialties,Las Vegas,US,3,09,00,21,00
Aloha Specialties,Las Vegas,US,4,09,00,22,00
Aloha Specialties,Las Vegas,US,5,09,00,22,00
Aloha Specialties,Las Vegas,US,6,09,00,21,00
Alounak,London,GB,0,12,00,00,00
Alounak,London,GB,1,12,00,00,00
Alounak,London,GB,2,12,00,00,00
Alounak,London,GB,3,12,00,00,00
Alounak,London,GB,4,12,00,00,00
Alounak,London,GB,5,12,00,00,00
Alounak,London,GB,6,12,00,00,00
Aloy Modern Thai,Denver,US,0,11,00,21,30
Aloy Modern Thai,Denver,US,1,11,00,21,30
Aloy Modern Thai,Denver,US,2,11,00,21,30
Aloy Modern Thai,Denver,US,3,11,00,21,30
Aloy Modern Thai,Denver,US,4,11,00,22,00
Aloy Modern Thai,Denver,US,5,12,00,22,00
Aloy Modern Thai,Denver,US,6,12,00,21,30
Alpha Gourmet Cafe,Sydney,AU,0,05,30,17,30
Alpha Gourmet Cafe,Sydney,AU,1,05,30,17,30
Alpha Gourmet Cafe,Sydney,AU,2,05,30,17,30
